File: ,C:\Users\Jingguo Liang\Documents\FLIR\IR_0194.jpg

Frame 1,74.956,75.105,74.946,75.075,75.075,74.966,74.609,74.986,74.877,74.659,74.818,74.728,74.917,74.986,75.135,75.055,74.768,75.332,74.569,75.045,74.936,75.115,75.253,74.976,75.382,75.065,75.135,75.075,75.184,75.045,75.144,74.927,75.234,75.204,74.986,75.323,75.164,75.085,75.164,75.105,74.827,74.946,75.065,75.382,74.956,75.234,74.966,75.323,75.164,75.026,75.075,75.065,75.045,75.075,75.164,75.164,75.214,74.907,75.135,75.273,75.154,75.006,75.352,75.283,75.184,75.273,75.144,75.352,75.174,75.234,75.283,75.431,74.976,75.303,75.323,76.033,76.683,78.141,78.929,80.573,83.195,85.143,86.813,88.533,89.854,90.882,92.124,93.485,94.099,95.143,95.466,95.923,96.021,95.771,95.959,96.111,96.084,96.03,95.851,95.708,95.744,95.654,95.663,95.762,95.69,95.699,95.645,95.547,95.645,95.547,95.672,95.538,95.565,95.753,95.753,95.771,95.645,95.618,96.066,95.592,95.663,95.807,96.075,95.994,96.146,96.432,96.922,97.1,97.074,97.082,97.136,97.305,97.171,97.162,96.7,97.065,96.673,96.405,96.173,95.869,95.976,95.869,95.896,95.744,95.251,94.775,94.622,94.334,93.422,92.942,92.833,93.15,93.322,93.331,93.041,92.924,92.833,91.96,91.495,91.586,91.878,91.038,89.522,88.505,87.475,86.495,86.252,85.792,85.115,84.304,83.29,81.764,80.486,79.665,78.072,77.486,77.036,76.26,75.935,75.708,75.135,75.481,75.451,75.54,75.54,75.481,75.352,75.313,75.323,75.451,75.54,75.461,75.501,75.441,75.55,75.461,75.253,75.471,75.856,75.649,75.461,75.382,75.461,75.57,75.501,75.668,75.688,75.777,75.332,75.115,75.52,75.678,75.52,75.629,75.431,75.392,75.491,75.619,75.698,75.52,75.501,75.451,75.56,75.52,75.491,75.599,75.54,75.491,75.372,75.767,75.204,75.56,75.58,75.342,75.678,75.708,75.935,75.055,75.243,75.56
,74.867,75.174,74.956,74.738,75.036,74.808,74.827,74.728,74.47,74.827,74.659,74.917,74.728,75.085,75.332,75.075,74.956,74.54,74.996,74.798,75.085,75.045,75.006,75.045,75.263,74.976,75.214,74.897,75.085,74.936,75.026,75.095,75.234,75.234,75.006,74.877,75.164,74.996,75.036,75.342,75.055,75.164,75.283,75.342,75.065,75.085,75.026,75.234,74.827,74.966,75.154,75.283,75.342,75.174,74.976,75.135,75.332,75.263,74.927,75.164,75.095,75.115,75.224,75.105,75.135,75.402,75.263,75.174,75.461,74.946,75.402,75.392,75.313,75.777,75.56,76.24,76.83,77.916,80.004,81.476,84.171,86.298,87.958,89.125,90.937,91.86,92.815,94.045,94.937,95.932,95.601,95.744,95.833,95.574,95.968,95.833,95.905,95.985,95.887,95.69,95.807,95.556,95.627,95.627,95.681,95.592,95.493,95.538,95.511,95.735,95.502,95.726,95.717,95.681,95.699,95.762,95.717,95.636,95.807,95.851,96.057,95.771,96.021,95.807,96.271,96.575,96.798,96.976,96.931,96.94,97.056,97.011,96.833,97.002,96.806,96.726,96.682,96.289,95.976,96.164,95.923,96.209,95.771,95.672,95.905,95.314,95.511,95.018,95.26,95.359,95.152,94.856,94.613,94.045,94.063,93.756,93.06,92.606,92.697,92.297,92.697,91.668,90.515,88.922,88.311,88.209,87.689,86.897,85.811,85.454,83.868,82.528,81.38,80.226,78.705,77.594,77.075,76.368,76.063,75.659,75.797,75.56,75.629,75.935,75.58,75.915,75.362,75.57,75.629,75.599,75.362,75.412,75.56,75.214,75.471,75.481,75.668,75.738,75.52,75.461,75.708,75.234,75.164,75.757,75.372,75.431,75.51,75.619,75.53,75.56,75.56,75.639,75.451,75.421,75.501,75.501,75.55,75.501,75.54,75.649,75.58,75.639,75.431,75.323,75.54,75.491,75.708,75.224,75.599,75.639,75.659,75.461,75.718,75.589,75.55,75.52,75.51,75.392,75.599,75.55
,74.907,75.085,75.045,75.016,75.055,75.016,75.065,74.956,74.887,74.639,74.986,75.144,74.837,75.036,75.273,74.808,74.768,75.283,75.224,74.956,75.135,75.224,75.055,75.303,74.966,74.897,75.263,74.857,75.105,75.234,75.006,74.956,75.036,75.026,75.253,75.006,75.055,75.243,75.441,75.293,75.144,74.907,75.313,75.085,75.204,75.045,75.194,75.342,74.956,75.234,75.154,75.52,75.105,75.026,75.243,75.293,75.115,75.095,75.293,75.164,75.402,75.273,75.56,75.135,75.54,75.164,75.174,75.224,75.412,75.273,75.194,75.204,75.342,75.915,75.55,76.624,77.349,79.084,80.727,82.833,85.717,87.67,89.181,90.157,92.178,92.887,94.063,94.973,95.394,96.003,95.69,95.654,95.771,95.798,95.681,95.771,96.245,95.735,95.914,95.565,95.824,95.914,95.475,95.69,95.583,95.368,95.341,95.493,95.565,95.681,95.663,95.798,95.654,95.968,95.807,95.95,95.789,95.815,95.592,95.815,95.789,95.744,95.976,95.994,96.343,96.682,97.109,96.922,97.011,97.029,97.038,96.993,97.162,97.216,97.305,96.815,96.593,96.289,96.253,95.753,95.86,95.699,96.039,95.905,95.753,95.636,95.887,95.914,95.726,95.869,96.012,95.985,95.583,95.511,95.098,94.865,94.045,93.847,93.548,92.905,92.442,92.388,91.54,91.193,89.964,89.633,89.171,88.2,86.682,85.689,84.729,83.631,82.928,80.91,79.201,78.287,77.565,76.8,76.427,75.629,75.639,75.481,75.876,75.431,75.471,75.53,75.51,75.372,75.698,75.303,75.402,75.441,75.501,75.501,75.372,75.431,75.323,75.461,75.856,75.55,75.698,75.184,75.194,75.412,75.491,75.214,75.461,75.342,75.698,75.53,75.491,75.51,75.718,75.866,75.431,75.451,75.51,75.609,75.54,75.441,75.51,75.491,75.421,75.599,75.639,75.55,75.412,75.55,75.589,75.757,75.609,75.54,75.53,75.678,75.53,75.55,75.53,75.243,75.589,75.53
,75.085,75.303,74.778,74.818,74.857,74.966,74.818,74.798,74.976,74.689,74.708,74.56,74.936,75.045,75.135,75.045,74.966,75.263,75.026,75.036,74.748,75.135,74.867,74.907,75.045,74.847,75.135,74.996,75.253,75.243,75.253,75.352,75.54,75.105,74.808,75.342,75.105,75.105,75.095,75.283,74.976,74.887,75.174,75.204,75.224,74.897,75.412,75.055,75.471,75.065,75.184,75.164,75.105,74.966,75.303,75.144,75.362,75.263,75.194,75.135,74.917,75.372,75.243,75.293,75.234,75.303,75.045,75.045,75.332,75.243,75.164,75.036,75.352,75.372,75.836,76.722,77.946,79.578,81.792,84.342,86.822,88.218,89.927,91.586,92.697,93.991,95.009,95.789,95.771,95.735,95.457,95.368,95.574,95.645,95.69,95.833,95.86,95.869,95.789,95.672,95.699,95.556,95.78,95.753,95.457,95.547,95.493,95.807,95.994,95.457,95.887,95.645,95.556,95.69,95.914,95.753,95.69,95.592,95.994,95.547,95.878,95.914,95.547,95.833,96.191,96.405,96.557,96.985,97.216,97.305,97.002,97.145,97.287,97.065,96.931,96.851,96.691,96.102,95.95,95.842,95.968,95.654,95.601,95.798,95.583,95.547,95.887,95.976,95.789,95.699,95.69,95.842,95.753,95.457,95.35,95.143,95.161,95.287,94.784,94.433,94.433,94.37,94.415,93.141,91.467,90.515,90.175,89.208,87.763,86.747,85.388,84.398,83.156,81.687,80.158,78.803,78.033,76.997,76.545,76.014,75.955,75.678,75.392,75.382,75.51,75.441,75.224,75.412,75.659,75.342,75.055,75.342,75.54,75.56,75.253,75.421,75.767,75.55,75.52,75.431,75.53,75.491,75.402,75.323,75.095,75.471,75.471,75.491,75.372,75.263,75.708,75.668,75.599,75.757,75.678,75.362,75.57,75.491,75.757,75.412,75.609,75.421,75.708,75.501,75.352,75.501,75.412,75.816,75.402,75.56,75.342,75.412,75.263,75.767,75.718,75.451,75.599,75.461,75.491,75.659
,74.986,74.986,75.095,75.204,74.946,75.332,75.055,74.956,75.036,74.996,74.798,75.194,75.006,75.224,74.956,74.847,74.887,75.095,75.075,75.125,75.135,74.927,74.897,75.135,75.313,75.234,75.313,74.808,75.045,74.887,75.164,75.065,74.936,75.154,74.907,74.887,75.194,75.154,75.006,74.867,74.847,75.253,75.135,75.323,75.006,75.055,75.243,75.065,75.095,75.135,75.144,75.332,75.204,75.303,75.075,74.907,75.085,75.085,75.471,75.036,75.372,75.253,75.055,75.234,75.045,75.174,75.273,75.362,75.243,75.451,75.174,75.332,75.154,75.54,75.905,77.075,77.877,79.955,82.566,84.842,87.633,89.301,90.891,92.288,93.711,94.766,95.815,96.066,95.78,95.636,95.278,95.511,95.359,95.654,95.896,95.914,95.753,95.735,95.717,95.601,95.547,95.618,95.744,95.681,95.636,95.824,95.627,95.717,95.421,95.753,95.771,95.636,95.699,96.048,95.726,95.869,95.86,95.753,95.547,95.394,95.815,95.654,95.833,95.887,95.789,96.584,96.878,97.091,97.1,96.913,97.127,97.047,97.1,97.118,97.136,96.708,96.86,96.396,95.941,95.959,95.762,95.842,95.475,95.69,95.368,95.502,95.708,95.86,95.645,95.744,95.538,95.556,95.583,95.394,95.421,95.556,95.466,95.251,95.206,95.359,94.91,94.748,94.298,93.829,92.815,91.677,91.23,90.028,88.968,87.521,86.083,85.096,83.669,82.213,80.727,79.656,78.559,77.3,76.869,76.329,75.56,75.57,75.461,75.747,75.372,75.55,75.659,75.51,75.501,75.491,75.589,75.51,75.639,75.698,75.53,75.273,75.184,75.402,75.204,75.659,75.501,75.431,75.57,75.55,75.471,75.57,75.402,75.441,75.53,75.431,75.313,75.332,75.481,75.382,75.698,75.313,75.56,75.431,75.164,75.57,75.243,75.352,75.431,75.421,75.688,75.53,75.481,75.619,75.639,75.57,75.431,75.135,75.51,75.925,75.501,75.402,75.481,75.372,75.421,75.471
,75.154,75.006,74.917,74.966,74.917,74.917,74.956,74.847,74.847,75.293,74.936,75.016,75.234,75.026,75.105,75.402,74.887,75.461,75.144,75.174,75.154,75.006,75.382,75.303,74.936,75.154,75.075,75.075,75.065,75.154,75.055,75.154,75.115,75.352,75.135,75.204,75.174,75.135,75.016,75.026,75.174,75.491,75.461,75.402,75.421,75.273,75.125,75.332,75.243,75.342,75.303,75.144,75.214,75.214,75.135,75.026,75.253,75.412,75.253,75.323,75.293,75.293,75.471,75.431,75.234,75.144,75.303,75.293,75.065,75.352,75.234,75.649,75.708,75.609,76.447,77.496,78.608,80.813,83.47,86.485,88.357,90.405,91.65,93.223,94.802,95.618,96.236,96.164,95.601,95.636,95.484,95.287,95.574,95.636,95.466,95.887,95.833,95.807,95.771,95.627,95.78,95.968,95.887,95.959,95.968,95.699,95.851,95.994,95.645,95.976,96.021,96.298,96.057,96.093,96.111,95.968,95.887,95.574,95.583,95.869,95.618,95.547,95.842,95.815,95.941,96.387,96.842,96.967,96.86,97.091,96.904,97.038,96.949,96.726,97.056,96.993,96.753,96.494,96.253,96.289,96.28,95.699,95.547,95.412,95.789,95.556,95.708,95.502,95.493,95.726,95.645,95.574,95.672,95.359,95.368,95.412,95.206,95.116,95.35,95.359,95.143,95.044,94.712,94.748,94.487,92.024,92.233,91.705,89.734,88.153,86.971,85.811,84.483,83.299,81.284,80.033,78.793,77.799,77.31,76.634,76.092,75.935,75.56,75.668,75.609,75.688,75.836,75.599,75.57,75.747,75.451,75.639,75.323,75.708,75.816,75.481,75.777,75.826,75.342,75.372,75.668,75.451,75.55,75.836,75.402,75.57,75.599,75.382,75.58,75.352,75.836,75.57,75.767,75.747,75.421,75.58,75.491,75.431,75.51,75.57,75.501,75.589,75.57,75.589,75.698,75.402,75.708,75.382,75.382,75.481,75.747,75.718,75.688,75.55,75.619,75.629,75.501,75.836,75.283,75.619
,75.045,74.927,74.996,75.204,74.808,74.679,75.006,74.798,75.204,75.154,74.927,74.986,74.996,74.798,75.045,75.164,75.125,75.204,75.026,75.006,75.194,75.105,75.273,75.253,75.224,75.135,75.016,74.936,75.085,75.184,75.045,74.847,75.085,74.996,75.293,75.224,74.996,74.956,74.877,75.253,75.174,75.055,75.006,75.234,75.214,74.986,75.164,75.016,75.184,75.154,75.372,75.461,74.956,75.382,75.332,75.243,75.421,75.224,75.243,75.293,75.461,75.243,75.382,75.253,75.273,75.55,75.431,75.105,75.125,75.105,75.313,75.243,75.55,75.777,76.348,77.379,78.997,81.572,84.776,86.981,89.614,91.248,92.406,93.964,95.869,96.253,96.343,95.941,95.421,95.323,95.26,95.269,95.565,95.368,95.789,95.815,95.663,95.771,95.574,95.887,95.69,95.851,95.86,95.923,96.128,95.968,95.771,96.003,95.878,96.155,95.985,96.494,96.271,96.236,95.896,95.842,95.95,95.735,95.627,95.78,95.61,95.905,95.807,95.753,96.128,96.521,96.646,96.806,97.251,97.047,97.011,96.887,96.922,96.842,97.145,97.091,96.869,96.78,96.28,96.343,96.111,95.985,95.869,95.511,95.78,95.601,95.377,95.314,95.197,95.448,95.368,95.215,95.448,95.26,95.332,95.305,95.233,95.143,95.242,94.919,95.036,94.964,94.568,94.667,94.154,92.942,92.269,92.124,90.781,88.839,87.521,86.701,85.294,84.256,82.175,80.852,79.404,78.452,77.555,76.447,75.915,76.083,75.56,75.362,75.283,75.747,75.461,75.323,75.441,75.501,75.283,75.53,75.392,75.481,75.491,75.747,75.501,75.412,75.332,75.036,75.728,75.471,75.629,75.629,75.402,75.234,75.54,75.392,75.253,75.56,75.619,75.688,75.728,75.589,75.352,75.481,75.747,75.273,75.52,75.54,75.382,75.491,75.501,75.352,75.441,75.659,75.52,75.807,75.303,75.668,75.639,75.53,75.57,75.55,75.708,75.402,75.609,75.392,75.293,75.728
,74.778,75.075,75.045,74.917,74.877,75.045,74.986,74.877,74.837,74.818,75.075,74.748,74.887,75.095,75.273,75.125,74.887,74.818,75.115,74.986,75.144,75.184,75.184,75.293,75.194,75.303,75.125,75.234,75.164,74.986,75.045,75.065,75.392,75.283,75.045,75.204,75.431,74.907,75.174,75.342,75.016,75.154,75.204,75.154,75.293,75.402,75.402,75.471,75.135,75.362,74.907,75.115,75.54,75.243,75.135,75.174,75.224,74.897,75.194,75.125,75.639,75.045,75.56,75.54,75.342,75.303,75.323,75.065,75.243,75.402,75.273,75.372,75.362,75.57,76.997,78.248,79.404,82.509,85.642,88.162,89.881,91.622,93.322,94.577,95.914,96.441,96.352,95.994,95.394,95.43,95.529,95.43,95.681,95.726,95.618,95.869,95.636,95.717,95.842,95.815,95.905,95.699,96.146,95.771,95.923,95.923,96.075,96.119,96.245,95.941,96.003,96.102,96.325,96.441,95.976,95.959,95.968,95.824,95.905,95.681,95.672,95.753,95.69,95.923,96.298,96.137,96.521,96.904,97.269,96.824,96.548,96.887,96.869,96.86,96.744,97.171,96.985,96.958,96.584,96.289,96.111,95.932,95.735,95.753,95.699,95.592,95.341,95.332,95.43,95.053,95.125,95.125,95.26,95.17,95.17,95.206,95.26,95.062,95.044,94.919,95.116,94.937,94.631,94.307,94.289,94.09,93.431,92.896,92.042,89.927,88.857,86.813,86.111,84.842,83.546,81.649,80.235,78.705,77.809,76.85,76.23,75.807,75.747,75.481,75.53,75.461,75.659,75.55,75.342,75.313,75.53,75.372,75.698,75.688,75.441,75.204,75.678,75.471,75.451,75.599,75.451,75.56,75.56,75.639,75.451,75.738,75.431,75.629,75.58,75.619,75.52,75.56,75.876,75.332,75.599,75.461,75.787,75.491,75.718,75.54,75.451,75.283,75.451,75.698,75.58,75.402,75.708,75.56,75.56,75.619,75.876,75.51,75.649,75.668,75.619,75.501,75.323,75.53,75.402,75.777
,75.234,75.075,75.194,74.907,74.917,75.253,74.679,75.105,74.936,75.184,74.847,75.125,75.105,75.045,75.214,75.135,74.966,75.194,74.827,75.065,75.154,74.768,74.936,75.392,75.135,75.323,75.234,75.164,75.51,75.214,75.263,75.362,75.214,75.164,75.055,75.332,74.946,75.243,75.095,75.095,75.065,75.174,75.125,75.204,74.946,75.382,74.996,75.313,75.52,75.273,75.441,75.075,75.303,75.016,75.036,75.372,75.263,74.996,75.451,75.362,75.362,75.53,75.263,75.412,75.263,75.609,75.085,75.313,75.382,75.382,75.826,75.659,75.807,75.984,77.281,78.647,80.139,83.28,86.57,88.505,91.028,92.588,93.82,95.726,96.61,96.771,96.432,95.968,95.592,95.278,95.448,95.403,95.385,95.35,95.968,95.708,95.887,96.021,96.093,96.066,96.066,95.815,96.084,95.851,96.271,95.887,96.066,96.262,95.932,96.227,96.218,96.334,96.2,96.236,95.968,96.218,95.959,95.815,95.878,96.003,95.69,95.672,95.699,95.976,96.057,96.236,96.878,97.047,96.904,96.851,96.869,96.887,96.735,96.637,97.091,96.771,96.949,96.708,96.798,96.441,96.271,96.075,95.807,95.726,95.645,95.565,95.484,95.448,95.233,95.027,95.179,95.511,95.125,94.928,95.125,95.26,95.341,95.35,94.946,95.098,95.242,94.937,94.892,94.928,94.973,94.676,94.253,93.494,93.014,91.275,89.421,88.218,87.475,85.895,84.294,82.89,80.708,79.559,78.589,77.154,76.751,75.994,75.925,75.352,75.856,75.708,75.619,75.55,75.53,75.491,75.55,75.747,75.629,75.461,75.481,75.619,75.323,75.51,75.471,75.52,75.362,75.767,75.431,75.777,75.451,75.747,75.846,75.342,75.668,75.421,75.491,75.451,75.678,75.57,75.728,75.777,75.698,75.323,75.629,75.757,75.461,75.57,75.688,75.451,75.718,75.382,75.471,75.708,75.481,75.52,75.757,75.55,75.629,75.589,75.589,75.678,75.382,75.57,75.649,75.174
,75.135,74.857,74.986,75.006,74.927,75.006,74.827,74.579,74.917,74.917,74.579,75.214,75.036,75.115,74.976,74.986,75.154,75.164,75.154,74.907,75.006,75.045,75.006,74.976,74.897,75.036,75.075,75.036,74.847,75.154,74.867,74.847,75.154,74.877,75.045,75.253,75.184,75.006,75.204,75.184,75.174,75.075,75.283,74.808,75.006,75.095,75.174,75.263,74.917,75.144,75.006,75.055,75.263,75.075,75.184,75.184,75.045,75.283,75.451,75.293,75.194,75.263,74.897,75.293,75.382,75.412,75.342,75.481,75.234,75.263,75.412,75.481,75.639,76.181,77.163,78.803,80.842,83.745,87.223,89.448,91.303,93.177,94.784,95.484,96.236,96.405,96.218,95.735,95.538,95.52,95.314,95.547,95.394,95.484,95.726,95.798,95.807,95.681,95.869,95.896,95.699,95.672,95.959,95.959,96.066,96.119,96.084,96.012,95.842,95.941,96.119,96.2,96.155,96.298,95.869,95.735,95.708,95.484,95.717,95.681,95.511,95.815,95.699,95.798,95.932,96.218,96.601,96.664,96.887,96.61,96.887,96.539,96.815,96.993,96.86,96.922,96.86,96.913,96.753,96.53,96.155,96.093,95.887,95.574,95.323,95.368,95.26,95.036,95.296,95.179,95.018,95.323,95.161,95.269,95.044,95.116,95.107,95.08,95.027,95.206,94.91,94.982,94.793,94.991,95.027,94.847,94.163,94.136,93.494,92.397,91.001,89.54,87.995,86.429,85.36,83.84,81.467,79.907,78.773,77.78,76.565,76.201,75.708,75.688,75.599,75.441,75.402,75.352,75.609,75.728,75.51,75.57,75.501,75.738,75.609,75.441,75.747,75.56,75.649,75.639,75.56,75.481,75.649,75.392,75.431,75.51,75.58,75.55,75.609,75.431,75.115,75.263,75.767,75.639,75.54,75.471,75.56,75.51,75.491,75.451,75.599,75.431,75.303,75.352,75.51,75.728,75.53,75.57,75.52,75.392,75.619,75.253,75.392,75.619,75.501,75.698,75.718,75.639,75.599,75.58
