76.834,76.909,76.973,76.717,77.004,77.111,77.079,76.919,76.802,76.824,76.781,76.685,77.015,76.76,77.079,77.079,76.962,77.026,76.919,77.068,76.802,76.781,76.568,76.792,76.728,76.941,76.728,76.717,76.973,77.228,76.813,76.824,76.919,76.919,77.196,77.058,76.547,76.877,77.004,76.951,76.962,77.121,76.824,76.877,76.994,76.824,76.802,76.962,77.164,77.111,76.653,77.036,76.919,76.898,76.738,77.068,76.802,76.824,76.653,76.983,76.707,77.121,76.781,76.707,77.004,77.111,76.962,76.728,77.111,77.079,76.845,77.121,76.717,76.951,76.717,76.856,76.941,77.036,76.834,76.824,77.228,76.962,76.909,76.611,76.866,76.802,76.781,76.93,76.951,76.781,76.93,76.941,77.132,77.111,76.887,76.856,77.036,76.77,77.175,76.845,76.973,76.919,76.717,76.845,76.909,76.77,76.909,76.728,77.058,76.738,76.802,76.877,76.994,77.291,76.802,76.951,76.856,76.728,76.568,77.058,76.675,76.834,76.845,76.611,76.536,76.579,76.568,76.749,77.143,76.717,76.728,76.632,76.749,76.536,76.76,76.738,77.068,76.685,76.802,76.813,76.802,76.973,76.909,76.568,76.824,76.802,76.898,77.026,76.483,76.973,76.77,77.036,76.355,76.589,76.355,76.451,76.589,76.632,76.866,76.834,76.919,76.738,77.153,76.834,76.738,77.079,76.653,76.728,76.717,76.919,76.813,76.707,76.696,76.93,76.941,76.898,77.153,77.068,76.994,76.919,76.994,76.696,76.834,76.738,76.973,76.632,76.781,76.728,76.994,76.653,77.026,77.004,77.026,76.824,77.047,76.994,77.132,76.973,76.994,76.941,77.1,77.068,76.685,77.228,76.951,76.579,76.728,76.824,77.121,76.973,77.026,77.504,77.238,77.238,77.015,77.206,77.27,77.387,77.015,77.068,77.047,77.196,77.238,76.898,76.909,77.036,77.068,77.1,77.121,77.132,77.238,77.514,77.1,77.429,77.429,77.206,77.387,77.1,77.355,77.27
77.185,76.856,76.792,76.941,76.802,77.111,76.792,77.111,76.887,76.856,76.802,76.611,76.515,76.919,77.111,76.611,76.717,77.09,76.813,77.079,76.792,76.675,76.919,76.717,76.994,76.6,76.717,76.898,77.121,76.792,76.568,76.887,76.749,76.973,77.047,76.962,77.026,77.132,76.547,76.707,76.621,76.962,76.887,76.919,76.707,76.792,76.813,77.058,76.909,76.6,76.994,76.643,76.983,77.09,77.1,76.898,76.994,77.058,76.856,76.845,76.898,76.632,77.079,76.898,76.941,76.941,77.004,76.76,77.079,76.802,76.675,77.153,76.919,76.994,77.153,76.866,76.856,76.792,76.941,76.813,77.175,76.845,76.834,77.09,76.919,76.845,76.983,76.802,76.664,76.898,76.824,76.856,77.1,76.717,76.792,76.941,76.781,76.909,76.919,76.93,76.898,76.632,76.802,76.983,76.824,76.887,76.962,77.1,76.792,76.611,76.983,76.728,77.058,76.856,76.919,77.058,76.824,77.068,76.77,76.898,76.792,76.451,76.685,76.643,76.749,76.856,76.802,76.579,77.004,76.717,76.898,76.951,76.877,76.887,76.738,76.738,76.834,77.004,76.898,76.632,76.685,77.132,76.919,76.536,77.121,76.675,76.685,76.802,77.1,76.824,76.707,76.77,76.738,76.77,76.919,76.685,76.653,76.738,76.877,76.802,76.643,76.951,77.036,77.047,76.621,76.973,76.632,77.004,76.813,76.728,76.579,76.685,77.047,76.887,76.419,77.047,76.866,76.973,76.632,76.643,77.068,76.93,77.026,76.749,76.557,76.802,76.909,76.877,76.941,77.132,76.919,76.749,76.77,76.866,76.845,76.749,76.983,76.813,76.728,76.93,77.121,77.249,77.366,77.09,76.973,76.696,77.047,77.058,76.813,77.259,76.941,76.845,76.994,76.941,77.111,76.994,77.068,76.941,77.334,77.408,76.781,76.962,77.111,77.153,77.344,76.834,77.206,77.09,76.685,77.121,77.175,77.153,77.408,77.27,77.206,76.983,77.111,77.143,77.047,77.164
76.973,76.994,76.877,76.866,76.749,77.015,76.845,77.004,77.015,76.664,76.983,76.792,76.493,76.877,76.685,77.047,76.77,77.323,76.845,77.09,77.175,76.856,76.813,76.93,76.919,76.781,76.792,76.589,76.717,76.717,76.589,76.919,77.206,76.834,76.664,76.994,76.887,77.111,77.175,76.675,76.951,77.1,76.728,77.047,77.058,76.941,76.973,77.068,76.866,76.802,77.121,76.962,76.93,77.015,76.856,76.962,76.93,76.856,77.004,77.09,76.877,76.866,77.143,77.164,76.941,77.015,76.813,76.856,77.121,77.429,76.962,76.898,76.962,76.824,77.111,77.09,76.962,76.845,77.015,77.1,76.877,77.047,77.1,76.887,77.068,77.058,76.898,76.824,77.058,77.026,76.834,76.824,76.994,76.919,76.728,76.919,76.824,76.941,76.824,76.728,76.643,77.079,76.919,76.887,76.802,76.728,76.877,76.951,76.909,76.898,76.824,76.813,76.856,76.6,76.856,77.026,77.015,76.717,77.036,77.175,76.536,76.696,76.877,76.76,76.696,76.845,76.866,76.813,76.856,76.738,77.015,76.547,77.015,76.387,76.664,77.047,77.058,76.898,76.973,76.515,76.685,76.813,76.611,77.249,76.611,77.111,77.004,76.93,76.802,76.813,76.834,76.834,76.919,76.621,76.675,76.685,76.483,76.696,76.738,76.834,76.845,76.962,77.047,76.557,76.834,76.866,76.6,76.621,76.611,77.068,77.004,76.856,76.845,76.994,76.983,76.877,76.983,76.834,77.1,76.792,76.781,76.951,76.877,77.121,76.824,76.983,76.728,76.856,77.228,76.93,77.079,77.058,76.547,76.547,76.824,77.175,77.015,76.909,76.994,77.079,77.047,77.047,77.068,77.164,76.887,76.856,77.047,77.036,76.824,76.77,76.845,77.143,77.015,76.621,76.845,77.09,76.919,76.802,77.514,77.058,77.068,77.259,76.919,77.143,76.951,76.792,77.036,77.323,77.026,77.164,77.164,77.461,77.143,77.068,77.121,77.238,77.068,77.121,77.217,77.143
76.653,76.824,77.015,76.909,76.887,76.749,76.685,76.408,76.813,76.813,77.047,76.973,76.749,76.643,76.664,76.951,76.909,77.111,76.792,77.047,76.887,76.983,76.866,76.632,76.909,76.877,76.983,76.983,76.919,76.909,76.877,77.196,77.047,77.132,76.728,76.579,76.919,76.898,77.281,76.515,77.015,77.015,76.802,76.951,76.845,76.781,76.887,77.026,76.962,76.962,76.792,76.77,77.004,76.792,76.951,76.93,76.951,76.994,76.685,77.058,77.015,77.111,77.281,76.951,76.877,76.856,77.238,76.813,77.026,76.866,76.856,76.802,76.824,76.717,76.919,76.813,76.973,76.728,76.813,76.77,77.09,76.983,76.93,76.941,77.015,76.877,77.1,77.036,76.707,76.834,77.121,76.738,76.6,76.77,76.834,76.813,76.802,76.749,77.313,76.472,76.845,76.983,77.079,76.781,77.1,76.696,76.493,76.813,77.036,76.536,76.653,76.696,76.898,77.121,76.632,76.643,76.877,76.355,76.536,76.93,76.749,76.93,76.76,76.834,76.856,76.621,76.611,76.824,76.685,76.738,76.6,76.866,76.717,76.866,76.738,76.344,76.856,77.068,76.707,76.973,76.547,76.76,76.611,76.738,76.6,76.866,76.653,76.44,76.749,76.483,76.579,76.653,76.707,76.866,76.738,76.717,77.238,76.951,76.696,77.09,77.079,77.004,76.685,76.685,76.504,76.664,76.792,76.76,76.845,77.058,76.813,76.696,76.898,76.632,77.09,76.728,76.77,76.802,76.632,76.973,76.738,76.877,76.877,76.951,76.887,76.728,76.813,76.717,77.026,77.026,77.111,77.036,76.845,77.111,76.781,76.877,76.941,77.058,77.015,76.664,77.079,76.792,76.994,76.813,76.792,76.866,77.079,76.717,76.877,76.962,77.047,76.994,77.164,77.206,76.951,77.313,76.792,77.121,77.058,77.281,76.919,76.941,76.973,77.1,77.068,77.121,77.1,77.036,77.281,77.164,77.228,76.919,77.344,77.111,77.313,76.909,77.27,77.249,77.004,76.994
76.919,77.068,77.036,76.983,76.887,76.749,76.877,77.047,76.653,76.856,76.728,76.696,76.866,76.919,76.994,76.909,76.728,76.802,76.877,77.047,76.909,76.919,76.856,76.707,76.93,76.877,76.951,76.962,76.973,76.93,76.557,76.802,76.824,77.026,77.175,76.792,77.09,76.941,76.866,76.973,77.004,76.802,76.707,76.824,76.738,77.004,76.983,77.026,76.983,76.962,76.962,76.77,76.621,76.951,76.781,76.738,76.887,77.121,77.121,76.887,76.919,76.834,77.058,76.802,77.164,77.206,77.079,77.079,77.015,76.866,76.941,76.898,77.015,77.185,77.068,77.334,76.866,76.887,76.994,76.675,77.026,76.845,76.728,77.238,76.898,77.111,77.047,76.951,76.77,77.004,76.919,77.132,76.802,76.611,76.685,77.143,76.77,76.973,76.877,76.717,76.781,76.845,76.717,76.962,77.121,76.866,76.845,76.632,76.536,76.781,76.738,76.845,76.589,76.802,76.728,76.856,76.611,76.451,76.611,76.877,76.568,76.738,76.717,76.813,76.664,76.653,76.483,76.493,76.77,76.919,76.664,76.728,76.611,76.664,76.738,77.026,76.685,76.983,76.951,76.845,76.898,76.568,76.781,76.983,77.111,76.802,76.685,76.685,76.621,76.653,76.962,76.579,76.877,76.962,76.77,76.76,76.323,76.621,76.419,76.483,76.93,76.707,76.802,76.611,76.802,76.493,76.824,76.483,76.685,76.6,76.919,76.525,76.643,76.707,76.589,76.664,76.824,77.217,76.898,76.909,77.026,76.919,76.973,76.717,76.472,76.834,76.749,76.77,76.717,76.707,76.866,77.068,76.621,76.898,77.004,76.919,76.792,77.004,77.228,77.058,77.047,76.717,76.951,76.962,77.132,77.217,76.951,77.196,77.047,76.93,77.015,77.068,77.238,76.994,77.079,77.015,77.185,76.845,77.079,76.877,76.973,76.707,77.302,77.175,77.217,76.962,77.143,77.302,77.249,77.068,77.1,77.015,77.408,77.291,77.27,77.026,77.27,77.546,76.887,77.228
77.164,76.973,77.121,76.802,76.856,77.036,76.472,77.058,76.93,76.77,77.047,76.898,77.015,76.621,76.973,76.813,77.047,76.962,76.941,76.994,76.728,77.121,76.738,76.76,76.866,76.834,77.058,76.887,76.973,77.09,76.877,77.185,76.834,76.941,76.845,76.845,76.941,76.525,77.068,76.643,77.036,77.004,77.004,76.792,77.249,76.866,76.877,77.249,77.047,76.749,76.951,76.675,76.866,76.845,76.887,76.856,76.951,76.951,77.09,77.164,77.004,77.036,76.856,77.026,76.887,77.1,76.792,77.015,76.919,76.707,77.09,77.121,77.27,76.951,76.866,77.27,77.047,76.983,76.717,76.887,77.068,76.919,77.143,76.973,77.228,76.707,76.887,77.026,76.813,76.76,77.153,76.983,76.675,76.909,76.802,76.717,77.121,76.845,77.079,76.845,76.834,76.994,76.643,76.77,76.717,76.589,77.111,76.824,76.973,76.728,76.866,76.845,76.941,76.834,76.717,76.834,76.419,76.877,76.856,76.76,76.493,76.632,76.707,76.77,76.973,76.824,76.621,76.643,77.047,76.685,76.973,76.738,76.589,76.643,76.536,76.76,76.813,76.685,76.813,76.653,76.813,76.643,76.781,76.738,76.824,76.856,77.015,76.845,76.824,76.813,76.664,76.376,76.653,76.93,76.781,76.887,76.675,76.685,76.792,76.983,76.887,76.515,77.004,76.76,76.547,76.675,76.866,76.675,76.781,76.621,76.802,76.845,76.781,76.951,76.568,76.877,76.749,76.717,76.717,76.781,76.77,76.717,76.951,77.004,76.856,76.707,77.058,76.824,76.813,76.557,76.919,76.919,76.951,76.77,77.249,76.781,76.568,76.994,76.792,76.909,76.983,76.653,77.121,77.068,76.802,76.76,77.015,76.973,76.983,77.079,77.153,76.941,77.132,77.175,77.281,76.877,76.962,77.196,77.121,77.026,77.344,77.185,77.291,77.164,77.164,76.983,77.344,77.206,77.355,76.792,77.175,76.887,77.121,77.036,77.461,77.111,77.376,77.185,77.026,77.493
76.675,76.685,76.77,76.802,76.781,76.802,76.845,76.717,76.845,76.643,76.472,76.749,76.621,76.834,76.696,76.717,77.047,76.866,76.962,76.93,76.951,76.802,76.813,76.834,76.845,76.781,76.696,76.877,76.813,76.866,77.143,76.962,76.749,76.781,76.707,76.792,76.834,76.813,76.877,76.611,77.09,76.802,76.675,76.749,77.185,77.036,76.675,77.206,77.058,76.866,77.047,76.941,76.983,76.93,76.909,77.27,76.834,77.036,76.643,76.994,77.217,76.962,76.951,76.887,76.813,77.387,76.696,77.004,76.983,77.164,77.132,76.983,77.026,76.994,77.164,77.036,76.919,76.898,77.047,76.76,76.887,76.781,76.887,77.153,77.036,76.76,77.004,76.93,76.728,76.664,76.909,76.717,76.738,76.962,76.547,76.909,76.696,76.696,76.93,76.866,77.079,76.781,77.036,76.919,76.941,77.036,76.887,76.76,77.015,76.877,77.026,76.919,76.6,76.77,76.611,76.589,76.557,76.792,76.717,76.866,76.696,76.579,76.717,76.333,76.707,76.951,76.738,76.461,77.015,76.845,76.675,76.6,76.845,76.643,76.632,76.994,76.525,76.887,76.653,76.717,76.919,76.77,76.845,76.973,76.589,76.845,76.898,76.696,76.483,76.643,76.845,76.909,76.632,76.983,76.738,76.483,76.749,76.355,76.515,76.749,77.015,76.877,76.621,76.802,76.792,76.749,76.376,76.664,76.887,76.951,76.707,77.026,76.802,76.707,76.973,76.685,76.547,76.664,76.824,76.877,76.834,76.93,76.536,76.909,76.877,76.707,76.728,76.856,77.004,76.973,77.036,77.175,76.93,77.015,76.951,77.121,76.557,76.77,77.026,77.058,77.259,76.632,76.909,77.143,76.632,76.909,76.919,76.664,76.76,77.196,76.919,76.962,77.281,77.036,76.856,77.1,77.291,77.111,77.09,77.164,77.344,77.036,76.792,77.153,76.951,77.164,77.015,77.068,77.259,77.143,77.185,77.079,77.323,77.079,77.164,77.047,77.429,77.281,76.781,76.962
76.909,76.877,76.941,76.866,76.664,77.238,76.866,76.792,76.675,76.887,76.738,76.845,77.026,76.845,76.76,76.611,77.058,77.068,76.675,76.557,76.887,76.877,76.621,76.781,76.451,76.887,76.919,76.856,77.068,76.898,76.685,76.877,77.079,77.058,77.1,77.068,76.866,76.813,77.026,76.983,76.792,76.568,76.664,77.121,76.951,76.77,76.856,76.887,76.887,77.206,77.036,76.802,76.611,77.206,77.068,77.079,76.76,77.047,76.887,77.143,76.76,76.909,77.121,76.824,76.909,76.962,76.962,76.728,76.941,77.036,77.164,76.941,76.664,76.973,76.856,76.813,77.058,76.941,76.941,76.749,76.504,77.004,76.877,77.1,76.909,77.068,76.824,77.206,77.185,76.802,76.877,76.813,76.813,77.068,76.898,77.047,76.738,76.856,76.962,76.802,77.217,76.824,76.653,76.845,76.749,76.919,77.026,76.877,76.717,76.994,76.728,76.589,76.909,76.589,76.973,76.919,76.493,77.026,76.728,77.026,76.887,76.696,76.525,76.824,76.834,76.643,76.707,76.845,76.675,76.802,76.696,76.738,76.749,76.696,76.643,76.994,76.675,76.653,76.951,76.76,76.611,76.973,76.909,76.983,76.781,76.653,76.824,76.515,76.792,76.643,76.887,76.685,76.77,76.621,76.994,76.802,76.419,76.994,76.792,76.781,77.132,76.653,76.568,76.728,76.813,76.483,76.749,76.707,76.707,76.728,76.941,76.951,76.824,76.664,76.834,76.813,77.036,76.632,76.781,76.792,77.079,76.77,76.824,76.813,76.824,76.653,76.813,76.824,76.621,76.696,77.079,76.707,76.611,76.802,77.143,76.664,76.675,76.877,77.185,76.685,77.313,76.973,76.728,77.047,77.132,76.973,76.983,76.696,77.313,77.068,76.845,76.962,77.323,76.834,76.845,77.175,77.068,76.898,77.1,76.919,77.058,77.132,77.249,77.026,77.228,77.196,76.951,76.994,77.079,76.6,77.015,77.217,77.015,77.313,77.302,77.196,77.238,76.781,77.036,77.09
76.93,77.111,76.973,77.004,76.919,76.76,76.983,76.845,76.973,76.685,76.749,76.845,77.004,76.877,76.994,77.355,76.813,77.111,76.834,76.951,76.76,76.707,76.525,76.951,76.994,76.845,77.175,76.909,77.111,76.909,76.994,77.068,76.77,77.058,76.951,77.079,76.824,77.036,76.856,76.856,76.813,77.132,77.217,76.866,77.1,76.983,77.015,76.973,76.962,77.058,77.004,76.856,76.802,76.707,76.951,77.143,77.1,76.866,76.898,77.058,77.09,76.877,77.036,76.813,77.015,76.621,76.653,77.036,76.877,76.919,76.909,77.344,76.866,76.898,77.079,77.047,77.132,76.951,76.834,76.941,77.132,76.93,76.536,76.93,76.685,76.973,77.132,76.951,76.887,76.845,77.026,76.792,76.728,76.813,76.951,76.707,76.813,76.653,76.845,76.856,76.738,77.058,76.951,76.717,76.983,76.877,76.856,76.749,76.653,76.909,76.93,76.834,76.941,76.898,76.707,76.28,76.856,76.738,76.909,76.6,76.333,76.675,76.781,76.643,76.515,76.93,76.664,76.643,76.973,76.76,76.664,76.643,76.824,76.493,76.994,76.632,76.749,77.153,76.621,76.632,76.664,76.749,76.643,76.941,76.632,76.941,76.813,76.951,76.707,76.802,76.856,76.643,76.824,76.579,76.749,76.738,76.611,76.951,76.653,76.749,76.983,76.877,76.589,76.941,76.802,76.696,76.643,77.121,76.504,76.834,76.845,76.6,76.685,76.515,76.728,76.77,76.76,76.685,76.653,76.834,76.611,76.951,76.696,76.738,76.717,76.781,76.877,76.877,77.143,77.026,77.1,77.132,76.781,77.291,76.675,77.09,77.047,76.941,77.068,76.749,77.058,77.111,76.973,77.143,76.962,77.079,77.1,76.824,76.728,77.1,77.143,77.143,76.856,77.429,77.164,77.058,76.76,77.058,77.036,77.026,77.27,77.132,77.185,77.228,77.164,77.047,77.058,77.228,76.749,77.344,77.302,77.259,77.206,77.132,77.525,77.175,77.461,77.366,77.185,77.143
76.653,76.76,76.792,77.004,76.781,77.09,76.877,76.898,76.515,76.717,76.696,76.77,76.813,76.994,76.877,77.079,76.749,76.845,76.845,77.079,76.824,76.845,76.728,76.792,76.792,76.845,76.749,76.429,77.058,77.068,76.749,76.93,76.983,77.079,76.685,77.238,77.026,76.6,76.941,77.004,76.866,76.93,76.802,77.238,76.834,76.802,76.834,76.834,76.994,76.941,77.281,76.887,77.015,76.877,77.302,77.302,77.217,76.983,77.079,76.877,77.121,77.121,76.951,76.781,76.813,76.76,77.015,76.685,76.941,77.1,76.589,77.004,76.781,77.143,77.175,76.707,77.132,76.675,76.707,76.941,77.015,76.781,76.941,77.1,76.557,76.866,77.036,76.824,76.866,76.856,76.909,76.525,76.557,76.994,76.856,76.728,76.643,76.93,76.813,76.877,76.579,76.824,76.919,76.856,76.472,76.547,77.015,76.536,76.824,76.77,76.834,76.845,76.962,76.77,76.941,76.675,76.93,76.834,76.909,76.675,76.579,76.76,76.504,76.301,76.525,76.898,76.589,76.685,76.983,76.6,76.376,76.525,76.664,76.887,76.866,76.632,76.994,76.355,76.515,76.781,76.856,76.483,76.707,76.664,77.09,76.643,76.6,76.643,76.696,76.887,76.472,76.44,76.973,76.504,76.717,76.845,76.472,76.77,76.547,76.525,76.664,76.813,76.919,76.621,76.611,76.717,76.408,76.834,76.675,76.738,76.845,76.547,76.536,76.76,76.44,76.738,76.909,76.792,76.653,76.898,77.026,76.919,76.909,77.047,77.047,76.941,76.856,76.77,76.951,76.887,76.664,76.887,76.887,76.632,76.887,77.079,77.026,76.781,77.047,77.004,77.206,77.111,76.941,76.707,76.76,76.76,77.302,77.121,76.962,76.994,76.962,76.845,77.143,76.877,77.132,77.164,77.004,76.973,76.962,76.877,77.196,77.026,76.994,77.281,77.228,77.047,77.047,77.047,76.728,77.397,76.93,76.781,77.185,77.185,77.09,77.153,77.259,77.1,76.93,77.068
